Time,Relative Error
0.0,14.314109289327199
0.10020040080160321,14.177642054552015
0.20040080160320642,14.034534207465212
0.30060120240480964,13.884807711069636
0.40080160320641284,13.728490505049974
0.5010020040080161,13.565616489693584
0.6012024048096193,13.396225503729015
0.7014028056112225,13.220363296104601
0.8016032064128257,13.038081491735836
0.9018036072144289,12.849437551256663
1.0020040080160322,12.654494724816375
1.1022044088176353,12.453321999970036
1.2024048096192386,12.245994043716738
1.3026052104208417,12.032591138746234
1.402805611222445,11.81319911396062
1.503006012024048,11.587909269343962
1.6032064128256514,11.356818295258721
1.7034068136272547,11.120028186253778
1.8036072144288577,10.877646149474725
1.903807615230461,10.629784507772849
2.0040080160320644,10.376560597614903
2.1042084168336674,10.1180966619012
2.2044088176352705,9.854519737805118
2.3046092184368736,9.585961539752285
2.404809619238477,9.312558337662887
2.50501002004008,9.03445083058567
2.6052104208416833,8.751784015856934
2.705410821643287,8.4647070539227
2.80561122244489,8.173373128966647
2.905811623246493,7.877939305491084
3.006012024048096,7.578566381002234
3.1062124248496996,7.275418734955375
3.2064128256513027,6.968664174119241
3.306613226452906,6.658473774522858
3.4068136272545093,6.345021720151559
3.5070140280561124,6.02848513856233
3.6072144288577155,5.709043933591815
3.7074148296593186,5.386880615333295
3.807615230460922,5.06218012756193
3.907815631262525,4.735129672789895
4.008016032064129,4.405918535135801
4.108216432865731,4.074737901194714
4.208416833667335,3.7417806790973085
4.308617234468938,3.4072413159483697
4.408817635270541,3.071315613836616
4.509018036072145,2.7342005446089694
4.609218436873747,2.396094063603862
4.709418837675351,2.0571949225389092
4.809619238476954,1.7177024817491573
4.909819639278557,1.3778165219726226
5.01002004008016,1.0377370558801615
5.110220440881764,0.6976641395468338
5.210420841683367,0.3577976840617928
5.31062124248497,0.018337267473477272
5.410821643286574,0.320518052733729
5.511022044088176,0.6585699264358861
5.61122244488978,0.9956208967444203
5.711422845691383,1.331474584766293
5.811623246492986,1.6659358730573515
5.9118236472945895,1.9988110875786547
6.012024048096192,2.3299081779669755
6.112224448897796,2.659036895933092
6.212424849699399,2.9860089716033276
6.312625250501002,3.310638287622441
6.412825651302605,3.632741050838371
6.513026052104209,3.9521359613922904
6.613226452905812,4.268644379040275
6.713426853707415,4.582090486536081
6.813627254509019,4.892301449907947
6.913827655310621,5.199107575465723
7.014028056112225,5.50234246337841
7.114228456913827,5.801843157666092
7.214428857715431,6.097450292454138
7.3146292585170345,6.389008234341906
7.414829659318637,6.676365220742407
7.515030060120241,6.95937349405395
7.615230460921844,7.237889431529432
7.715430861723447,7.511773670713653
7.81563126252505,7.780891230324101
7.915831663326654,8.045111626455538
8.016032064128257,8.30430898399404
8.11623246492986,8.558362143131308
8.216432865731463,8.807154760875598
8.316633266533067,9.050575407461027
8.41683366733467,9.288517657562707
8.517034068136272,9.52088017623077
8.617234468937877,9.747566799462243
8.71743486973948,9.968486609335546
8.817635270541082,10.18355400363831
8.917835671342687,10.392688759925303
9.01803607214429,10.59581609394926
9.118236472945892,10.79286671241351
9.218436873747494,10.983776860001631
9.318637274549099,11.16848836064536
9.418837675350701,11.346948652998355
9.519038076152304,11.519110820089699
9.619238476953909,11.684933613137241
9.719438877755511,11.84438146950723
9.819639278557114,11.997424524812969
9.919839679358718,12.144038619151575
10.02004008016032,12.284205297484162
10.120240480961924,12.417911804171055
10.220440881763528,12.54515107167997
10.32064128256513,12.66592170349117
10.420841683366733,12.780227951230009
10.521042084168338,12.888079686063163
10.62124248496994,12.989492364401166
10.721442885771543,13.084486987955788
10.821643286573147,13.173090058206759
10.92184368737475,13.255333525338303
11.022044088176353,13.33125473171171
11.122244488977957,13.400896349945953
11.22244488977956,13.464306315684015
11.322645290581162,13.521537755128048
11.422845691382767,13.572648907432104
11.52304609218437,13.61770304204637
11.623246492985972,13.656768371112149
11.723446893787575,13.689917957011918
11.823647294589179,13.717229615183784
11.923847695390782,13.738785812314514
12.024048096192384,13.754673560030048
12.124248496993989,13.764984304206928
12.224448897795591,13.769813810032632
12.324649298597194,13.76926204294694
12.424849699398798,13.76343304560069
12.525050100200401,13.752434810972257
12.625250501002004,13.736379151785805
12.725450901803608,13.71538156637912
12.82565130260521,13.689561101172233
12.925851703406813,13.659040209891362
13.026052104208418,13.62394460970581
13.12625250501002,13.584403134438423
13.226452905811623,13.540547585012968
13.326653306613228,13.49251257730429
13.42685370741483,13.44043538755962
13.527054108216433,13.384455795561474
13.627254509018037,13.324715925704634
13.72745490981964,13.26136008616157
13.827655310621243,13.194534606312082
13.927855711422847,13.12438767261459
14.02805611222445,13.05106916309752
14.128256513026052,12.974730480650337
14.228456913827655,12.895524385294587
14.32865731462926,12.813604825615867
14.428857715430862,12.729126769538055
14.529058116232465,12.64224603462147
14.629258517034069,12.55311911806641
14.729458917835672,12.461903026603498
14.829659318637274,12.368755106451843
14.929859719438879,12.27383287352534
15.030060120240481,12.177293844066746
15.130260521042084,12.079295365888138
15.230460921843688,11.97999445039516
15.330661322645291,11.879547605571101
15.430861723446894,11.77811067009532
15.531062124248498,11.675838648768707
15.6312625250501,11.572885549416993
15.731462925851703,11.469404221440536
15.831663326653308,11.365546196176957
15.93186372745491,11.261461529240483
16.032064128256515,11.157298644999237
16.132264529058116,11.053204183348775
16.23246492985972,10.949322848937346
16.332665330661325,10.845797262995037
16.432865731462925,10.742767817915723
16.53306613226453,10.640372534737235
16.633266533066134,10.538746923661575
16.733466933867735,10.438023847753154
16.83366733466934,10.338333389949215
16.933867735470944,10.239802723512472
17.034068136272545,10.142555986051839
17.13426853707415,10.046714157232833
17.234468937875754,9.952394940294745
17.334669338677354,9.859712647487214
17.43486973947896,9.768778089534084
17.535070140280563,9.679698469227722
17.635270541082164,9.59257727925208
17.73547094188377,9.507514204327862
17.835671342685373,9.424605027768065
17.935871743486974,9.343941542527046
18.03607214428858,9.265611466821106
18.13627254509018,9.189698364393289
18.236472945891784,9.11628156948968
18.336673346693388,9.045436116609242
18.43687374749499,8.977232675083675
18.537074148296593,8.91173748853831
18.637274549098198,8.849012319279566
18.7374749498998,8.789114397648923
18.837675350701403,8.732096376377733
18.937875751503007,8.678006289971703
19.03807615230461,8.626887519148129
19.138276553106213,8.578778760343457
19.238476953907817,8.533714000303094
19.338677354709418,8.491722495759742
19.438877755511022,8.452828758200992
19.539078156312627,8.41705254372132
19.639278557114228,8.384408847948023
19.739478957915832,8.354907906025222
19.839679358717436,8.328555197634495
19.939879759519037,8.305351457025287
20.04008016032064,8.285292688022881
20.140280561122246,8.268370183976405
20.240480961923847,8.254570552604026
20.34068136272545,8.243875745687351
20.440881763527056,8.236263093561934
20.541082164328657,8.231705344345688
20.64128256513026,8.230170707842133
20.741482965931866,8.231622904050527
20.841683366733466,8.236021216210098
20.94188376753507,8.24332054830105
21.042084168336675,8.253471486920356
21.142284569138276,8.266420367446017
21.24248496993988,8.282109344398979
21.342685370741485,8.300476465907915
21.442885771543086,8.321455752177798
21.54308617234469,8.344977277859387
21.643286573146295,8.370967258212811
21.743486973947896,8.39934813895491
21.8436873747495,8.430038689676287
21.943887775551104,8.46295410071082
22.044088176352705,8.498006083336925
22.14428857715431,8.535102973187037
22.244488977955914,8.574149836738583
22.344689378757515,8.615048580757149
22.44488977955912,8.657698064559794
22.545090180360724,8.701994214964113
22.645290581162325,8.747830143786246
22.74549098196393,8.795096267749122
22.845691382765533,8.843680430659965
22.945891783567134,8.89346802771466
23.04609218436874,8.944342131784662
23.14629258517034,8.99618362154096
23.246492985971944,9.04887131126811
23.34669338677355,9.10228208222049
23.44689378757515,9.15629101537189
23.547094188376754,9.21077152540878
23.647294589178358,9.265595495817283
23.74749498997996,9.320633414913145
23.847695390781563,9.375754512664141
23.947895791583168,9.430826898154104
24.04809619238477,9.485717697538012
24.148296593186373,9.540293192337833
24.248496993987978,9.594418957929436
